round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,target_gate,target_c0_a_visits,target_c0_b_visits,target_c0_history_mature,target_c0_a_changed,target_c0_a_changed_correct,target_c0_candidate_visits,target_c0_candidate_contains_truth,target_c0_soft_visits,target_c0_soft_correct,target_c0_soft_a_fix,target_c0_soft_a_harm,target_c0_feature_only_visits,target_c0_a_hard_released_correct_mass,target_c0_a_hard_released_wrong_mass,target_c0_b_old_mass,target_c0_b_new_mass,target_c1_a_visits,target_c1_b_visits,target_c1_history_mature,target_c1_a_changed,target_c1_a_changed_correct,target_c1_candidate_visits,target_c1_candidate_contains_truth,target_c1_soft_visits,target_c1_soft_correct,target_c1_soft_a_fix,target_c1_soft_a_harm,target_c1_feature_only_visits,target_c1_a_hard_released_correct_mass,target_c1_a_hard_released_wrong_mass,target_c1_b_old_mass,target_c1_b_new_mass,target_c2_a_visits,target_c2_b_visits,target_c2_history_mature,target_c2_a_changed,target_c2_a_changed_correct,target_c2_candidate_visits,target_c2_candidate_contains_truth,target_c2_soft_visits,target_c2_soft_correct,target_c2_soft_a_fix,target_c2_soft_a_harm,target_c2_feature_only_visits,target_c2_a_hard_released_correct_mass,target_c2_a_hard_released_wrong_mass,target_c2_b_old_mass,target_c2_b_new_mass,target_c3_a_visits,target_c3_b_visits,target_c3_history_mature,target_c3_a_changed,target_c3_a_changed_correct,target_c3_candidate_visits,target_c3_candidate_contains_truth,target_c3_soft_visits,target_c3_soft_correct,target_c3_soft_a_fix,target_c3_soft_a_harm,target_c3_feature_only_visits,target_c3_a_hard_released_correct_mass,target_c3_a_hard_released_wrong_mass,target_c3_b_old_mass,target_c3_b_new_mass,target_c4_a_visits,target_c4_b_visits,target_c4_history_mature,target_c4_a_changed,target_c4_a_changed_correct,target_c4_candidate_visits,target_c4_candidate_contains_truth,target_c4_soft_visits,target_c4_soft_correct,target_c4_soft_a_fix,target_c4_soft_a_harm,target_c4_feature_only_visits,target_c4_a_hard_released_correct_mass,target_c4_a_hard_released_wrong_mass,target_c4_b_old_mass,target_c4_b_new_mass,target_c5_a_visits,target_c5_b_visits,target_c5_history_mature,target_c5_a_changed,target_c5_a_changed_correct,target_c5_candidate_visits,target_c5_candidate_contains_truth,target_c5_soft_visits,target_c5_soft_correct,target_c5_soft_a_fix,target_c5_soft_a_harm,target_c5_feature_only_visits,target_c5_a_hard_released_correct_mass,target_c5_a_hard_released_wrong_mass,target_c5_b_old_mass,target_c5_b_new_mass,target_c6_a_visits,target_c6_b_visits,target_c6_history_mature,target_c6_a_changed,target_c6_a_changed_correct,target_c6_candidate_visits,target_c6_candidate_contains_truth,target_c6_soft_visits,target_c6_soft_correct,target_c6_soft_a_fix,target_c6_soft_a_harm,target_c6_feature_only_visits,target_c6_a_hard_released_correct_mass,target_c6_a_hard_released_wrong_mass,target_c6_b_old_mass,target_c6_b_new_mass,target_c7_a_visits,target_c7_b_visits,target_c7_history_mature,target_c7_a_changed,target_c7_a_changed_correct,target_c7_candidate_visits,target_c7_candidate_contains_truth,target_c7_soft_visits,target_c7_soft_correct,target_c7_soft_a_fix,target_c7_soft_a_harm,target_c7_feature_only_visits,target_c7_a_hard_released_correct_mass,target_c7_a_hard_released_wrong_mass,target_c7_b_old_mass,target_c7_b_new_mass,target_c8_a_visits,target_c8_b_visits,target_c8_history_mature,target_c8_a_changed,target_c8_a_changed_correct,target_c8_candidate_visits,target_c8_candidate_contains_truth,target_c8_soft_visits,target_c8_soft_correct,target_c8_soft_a_fix,target_c8_soft_a_harm,target_c8_feature_only_visits,target_c8_a_hard_released_correct_mass,target_c8_a_hard_released_wrong_mass,target_c8_b_old_mass,target_c8_b_new_mass,target_c9_a_visits,target_c9_b_visits,target_c9_history_mature,target_c9_a_changed,target_c9_a_changed_correct,target_c9_candidate_visits,target_c9_candidate_contains_truth,target_c9_soft_visits,target_c9_soft_correct,target_c9_soft_a_fix,target_c9_soft_a_harm,target_c9_feature_only_visits,target_c9_a_hard_released_correct_mass,target_c9_a_hard_released_wrong_mass,target_c9_b_old_mass,target_c9_b_new_mass,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
152,3,0.07342931850874826,1.0,1.0,0.7245014391447369,0.906283710244753,0.6566038523457552,0.047853610633357774,0.19929584703947367,0.5388980054455677,0.10740013446315731,0.04018181312620934,0.07620271381578947,0,0.0,0,0.007783716976356166,0.1276505281609532,0.028314678186487932,0.027326890990922326,0.20124079118988258,0.01016497687516293,38775,0.5751386202450032,0.03658899306074569,1.0,13011.0,3594.0,16605.0,2015.0,1370.0,3373.0,2948.0,1086.0,972.0,0.0,0.0,1150.0,910.9376847147942,383.4717057943344,1761.4721741899848,1053.4884770126082,13281.0,2015.0,15296.0,1141.0,805.0,2163.0,2020.0,479.0,368.0,0.0,0.0,514.0,571.1917725205421,231.66220551729202,1006.3678726628423,563.5323060337978,10936.0,4024.0,14960.0,2621.0,1695.0,3864.0,3341.0,668.0,556.0,1.0,0.0,2113.0,1114.3254466056824,534.1076282262802,1913.6404499858618,833.4489168684522,12537.0,5181.0,17718.0,3395.0,2547.0,5560.0,5063.0,795.0,698.0,0.0,0.0,2221.0,1837.0851374864578,553.3657279014587,2850.3930536434054,1245.5823597834096,13702.0,5360.0,19062.0,2449.0,970.0,4777.0,4317.0,1895.0,1798.0,0.0,0.0,1137.0,748.3995059728622,981.0259959101677,3161.431598998606,1993.5604403732577,13814.0,4898.0,18712.0,3052.0,1959.0,4805.0,4297.0,937.0,859.0,0.0,0.0,2208.0,1382.1017171144485,697.6054656505585,2721.700036406517,1324.680604855821,13324.0,3921.0,17245.0,2668.0,1165.0,4087.0,3405.0,1229.0,1088.0,0.0,0.0,1273.0,826.5088278055191,873.307542860508,1895.410933278501,1167.0268083022675,15822.0,3773.0,19595.0,1447.0,967.0,2692.0,2354.0,1642.0,1524.0,0.0,0.0,886.0,697.4848555922508,290.75330168008804,2135.8129372745752,1482.1812169748591,15971.0,2848.0,18819.0,1913.0,1459.0,2957.0,2729.0,803.0,767.0,0.0,0.0,1001.0,1025.3085532188416,255.48796027898788,1635.9474450573325,953.2941494020924,18561.0,3161.0,21722.0,2227.0,1945.0,3642.0,3486.0,717.0,663.0,0.0,0.0,1029.0,1427.4187472462654,168.69813472032547,1813.593603156507,1012.8273870944977,0.20124079118433752,194560,760,0.4662513391555924,0.8791837993421052,40,1.0
153,3,0.07264419306914036,1.0,1.0,0.7032689144736842,0.9075149786825345,0.6382270739266747,0.05044145511990217,0.2138723273026316,0.5466035507845525,0.11690337351817441,0.04230790142441707,0.08285875822368421,0,0.0,0,0.008016483830808859,0.13001798299190245,0.03095485516211116,0.027553155330058778,0.20836480719800182,0.011822329883120562,41611,0.5865276008747687,0.036465760501787854,1.0,12431.0,3870.0,16301.0,1873.0,1390.0,3171.0,2905.0,1293.0,1212.0,0.0,0.0,1279.0,970.1779652833939,299.3352158665657,2272.9983321279287,1402.0932511615683,16599.0,2841.0,19440.0,1554.0,932.0,2608.0,2391.0,1121.0,1042.0,0.0,0.0,666.0,663.669597029686,365.0508469939232,1604.6535432636738,1126.6126374781597,14227.0,5471.0,19698.0,3321.0,2246.0,5168.0,4604.0,920.0,814.0,0.0,0.0,2704.0,1521.4367958307266,648.6874448657036,2758.861326672137,1181.6901809199044,10182.0,5052.0,15234.0,2181.0,1570.0,4495.0,3874.0,986.0,864.0,0.0,0.0,1752.0,1120.9178262352943,419.60663175582886,2678.541729018092,1417.172651612782,18153.0,5780.0,23933.0,2629.0,1735.0,5018.0,4472.0,2211.0,2069.0,0.0,0.0,1180.0,1215.8373337388039,590.6215507984161,3176.0630288273096,2126.745468377514,19046.0,6259.0,25305.0,4776.0,3025.0,6992.0,6347.0,757.0,645.0,6.0,0.0,3286.0,2115.8828753232956,1061.1068683862686,3198.692988485098,1306.9318823140638,14856.0,4513.0,19369.0,2228.0,1250.0,4054.0,3320.0,1579.0,1392.0,0.0,0.0,1108.0,964.9822165369987,600.7938607335091,2630.700690843165,1687.3125184823293,11096.0,3385.0,14481.0,1537.0,795.0,2599.0,2300.0,1391.0,1292.0,6.0,0.0,932.0,550.7238985300064,429.67330849170685,1849.6516259014606,1262.1651134583517,8737.0,1908.0,10645.0,1166.0,720.0,1789.0,1585.0,481.0,456.0,0.0,0.0,804.0,516.5976641774178,262.034833073616,1087.880573451519,586.7693644104875,11501.0,2532.0,14033.0,1548.0,914.0,2565.0,2463.0,946.0,927.0,0.0,0.0,569.0,666.767073392868,382.4508864879608,1486.676560677588,1019.8051877941471,0.20836480699087445,194560,760,0.4648591780348828,0.8845548930921052,40,1.0
154,3,0.07185932597031004,1.0,1.0,0.7163394325657895,0.8978748155802944,0.643183135907901,0.056403355184623874,0.20834189967105263,0.5539019773226125,0.11540099018694538,0.041552587353477353,0.07531866776315789,0,0.0,0,0.007336337922147083,0.12068118459398025,0.030046743000581813,0.026330134899992693,0.19571784844876294,0.01132344803206108,40535,0.6412729739731097,0.03696086054275695,1.0,14791.0,4115.0,18906.0,2743.0,2170.0,4204.0,3872.0,1167.0,1024.0,0.0,0.0,1487.0,1456.4504127502441,364.53045761585236,2207.6676359027624,1287.8471877909615,11771.0,2864.0,14635.0,1033.0,674.0,1837.0,1706.0,1697.0,1619.0,0.0,0.0,363.0,446.3216661810875,214.59182685613632,1789.5475980564952,1478.565951376062,14594.0,5452.0,20046.0,2862.0,1828.0,5186.0,4692.0,1418.0,1314.0,0.0,0.0,1710.0,1295.0293068885803,679.1796751022339,2910.4558154568076,1604.768889422152,5722.0,3143.0,8865.0,1334.0,774.0,2785.0,2455.0,968.0,888.0,0.0,0.0,724.0,583.0564278364182,387.7527720928192,1918.5931025519967,1140.1654482787708,11737.0,4310.0,16047.0,1582.0,859.0,3268.0,2897.0,1913.0,1826.0,0.0,0.0,711.0,606.8678946495056,448.1473233103752,2358.4669504910707,1693.969038637646,9419.0,4010.0,13429.0,2047.0,761.0,3548.0,2996.0,1440.0,1334.0,1.0,0.0,1069.0,584.4086349010468,833.0030300021172,2444.867938376963,1640.5343424755265,15657.0,5287.0,20944.0,1681.0,749.0,3177.0,2764.0,3201.0,3002.0,0.0,0.0,590.0,538.6600602865219,526.5021061897278,3234.6190872490406,2666.810534776683,21509.0,4531.0,26040.0,3664.0,2038.0,5364.0,4832.0,1129.0,1045.0,0.0,0.0,1702.0,1392.8749547600746,906.7639729976654,2063.3344350084662,1076.4363423517643,18868.0,3520.0,22388.0,4104.0,3161.0,4899.0,4666.0,755.0,726.0,0.0,0.0,1970.0,2199.7316764593124,549.5036352872849,1738.0573743358254,826.2411024137982,15303.0,3303.0,18606.0,3417.0,1784.0,4355.0,4112.0,1336.0,1309.0,0.0,0.0,1029.0,1436.0822010040283,1045.588675737381,1786.8066432401538,1112.3693015776225,0.19571784885698243,194560,760,0.4436063436105063,0.8331620065789473,40,1.0
155,3,0.07107480328177922,1.0,1.0,0.7166272615131579,0.9096257095967831,0.6518625812703057,0.06097749324490954,0.20956517269736843,0.5822310637267598,0.12201535341967093,0.04254170883489822,0.07380756578947369,0,0.0,0,0.008305255609746764,0.12203092577524091,0.0340987781755087,0.025435354439051528,0.20157250770612,0.011702193706572104,40773,0.6717680818188507,0.03706343912176396,1.0,14577.0,4457.0,19034.0,2290.0,1545.0,4236.0,3833.0,1274.0,1101.0,0.0,0.0,1237.0,1036.6087928414345,463.9456490278244,2326.493785507977,1397.3213831800967,18274.0,3468.0,21742.0,2338.0,1374.0,3639.0,3523.0,1561.0,1508.0,5.0,0.0,606.0,964.7147520780563,560.6894404888153,1846.2765305116773,1299.3934383506712,10415.0,4813.0,15228.0,2406.0,1204.0,4189.0,3748.0,1656.0,1538.0,0.0,0.0,1374.0,879.6331697702408,766.9350953698158,2740.3493408858776,1732.9524307000102,9986.0,4338.0,14324.0,2255.0,967.0,4043.0,3777.0,1157.0,1072.0,6.0,0.0,1393.0,714.9479701519012,786.1452657580376,2678.597670927644,1425.5624649993406,9173.0,3264.0,12437.0,2266.0,1083.0,3706.0,3318.0,963.0,921.0,0.0,0.0,861.0,827.6930873990059,778.2820824980736,1781.9957917779684,991.7333617554395,8992.0,3641.0,12633.0,2372.0,1446.0,3662.0,3392.0,1019.0,962.0,2.0,0.0,1332.0,1177.7595393657684,628.1955389380455,2290.349083662033,1232.4847764055012,13626.0,4480.0,18106.0,2044.0,1217.0,3341.0,2989.0,2311.0,2184.0,0.0,0.0,872.0,905.7840295433998,495.241852581501,2810.553109049797,2106.6755462546716,16217.0,3940.0,20157.0,2115.0,947.0,3674.0,3186.0,1472.0,1380.0,0.0,0.0,909.0,602.7234732508659,590.2364201545715,1894.8529667630792,1317.9149831435643,20023.0,4211.0,24234.0,2239.0,1827.0,3511.0,3325.0,1966.0,1946.0,0.0,0.0,973.0,1295.0482295751572,240.07074147462845,2827.9999339208007,2119.497707027942,18144.0,4161.0,22305.0,1699.0,1006.0,2920.0,2744.0,2168.0,2137.0,0.0,0.0,772.0,734.7013483047485,405.1318407058716,2541.8389523401856,1961.385149240028,0.20157250746300345,194560,760,0.40769675189727234,0.7675267269736842,40,1.0
156,3,0.07029071103530152,1.0,1.0,0.7059621710526316,0.91484951938245,0.6458491528896909,0.06023402752256707,0.2159436677631579,0.5842706543184754,0.1261695480599117,0.04299539215081543,0.07809416118421053,0,0.0,0,0.007975796760327189,0.12608620569011883,0.03464739702038443,0.025177292268919318,0.20563091982236076,0.011744228082610981,42014,0.7019802922835245,0.0371749657892475,1.0,19493.0,5674.0,25167.0,2081.0,1619.0,4477.0,4189.0,2251.0,2131.0,0.0,0.0,1027.0,1122.071510374546,307.928768157959,3091.4762510210276,2102.031023674994,18319.0,3140.0,21459.0,1195.0,732.0,2229.0,2087.0,1695.0,1660.0,0.0,0.0,411.0,508.2272028326988,269.5822671055794,1838.2280106544495,1447.8071622672433,8635.0,4962.0,13597.0,1859.0,714.0,3696.0,3339.0,1897.0,1840.0,0.0,0.0,1228.0,574.4843245148659,691.0765071511269,3037.298369035125,1965.0487233881577,10003.0,4704.0,14707.0,3048.0,942.0,5062.0,4604.0,1072.0,1021.0,22.0,0.0,1618.0,648.8928990364075,1232.2604946494102,2555.7929777801037,1376.960510059027,12859.0,4699.0,17558.0,2219.0,1559.0,4401.0,4147.0,1687.0,1601.0,0.0,0.0,830.0,1263.08201110363,436.53458827733994,2975.7086150199175,1946.2035017824674,10016.0,4622.0,14638.0,3093.0,1188.0,4802.0,4251.0,1576.0,1491.0,0.0,0.0,1337.0,1012.6413573622704,1130.229317188263,2898.2219178006053,1795.035479406506,12662.0,4699.0,17361.0,2536.0,530.0,3809.0,3272.0,2271.0,2197.0,1.0,0.0,1155.0,379.00014275312424,1127.6435017585754,2792.022493183613,2073.0282377197873,10234.0,2193.0,12427.0,759.0,393.0,1886.0,1599.0,556.0,418.0,1.0,0.0,510.0,271.97480499744415,229.05974251031876,1116.2261779978871,633.635414754157,18171.0,3824.0,21995.0,1708.0,992.0,3010.0,2749.0,1693.0,1654.0,0.0,0.0,829.0,688.9825907349586,381.2961433529854,2353.801288306713,1735.9549736220797,16960.0,3497.0,20457.0,1583.0,756.0,2780.0,2530.0,1619.0,1576.0,11.0,0.0,681.0,577.96513235569,508.4293820261955,1888.771263666451,1334.690421648993,0.20563091948432358,194560,760,0.39788009340041564,0.7595754523026316,40,1.0
157,3,0.06950713521542762,1.0,1.0,0.6909076891447369,0.9158018483697233,0.6327345387716042,0.0636309095413277,0.22639802631578948,0.588324312584815,0.1331954632027957,0.04617158694401089,0.08269428453947368,0,0.0,0,0.006644252452449444,0.12648761756227989,0.036088263747086256,0.026477768405487663,0.20885175467221417,0.013153852504910902,44048,0.7013939338903015,0.037314324252503486,1.0,19500.0,4756.0,24256.0,2242.0,1496.0,4520.0,4173.0,1484.0,1354.0,0.0,0.0,994.0,1026.324129998684,475.52860563993454,2410.143882893026,1565.1319669214172,9826.0,2922.0,12748.0,1244.0,236.0,1969.0,1798.0,1763.0,1717.0,1.0,0.0,434.0,160.5580928325653,564.2537577152252,1604.7200206145644,1307.0331042984035,9637.0,4834.0,14471.0,1340.0,961.0,3594.0,3320.0,1662.0,1599.0,0.0,0.0,918.0,797.4139857292175,251.2674970626831,3213.9562358111143,1997.2068519479362,15151.0,6678.0,21829.0,3603.0,1404.0,6356.0,5842.0,1338.0,1221.0,12.0,0.0,2587.0,1027.1189590096474,1333.8253734707832,3804.455587171018,1769.9838672335027,9881.0,4350.0,14231.0,1025.0,561.0,2677.0,2428.0,2388.0,2263.0,0.0,0.0,310.0,502.10701674222946,339.0719563961029,2980.6058138012886,2316.3091700437944,10548.0,5059.0,15607.0,2080.0,971.0,3875.0,3485.0,1735.0,1658.0,3.0,0.0,1529.0,708.3093107938766,677.5790324211121,2968.931449405849,1826.7467449603428,13312.0,5151.0,18463.0,2556.0,355.0,4047.0,3375.0,2377.0,2210.0,2.0,0.0,1283.0,270.831507563591,1212.992619395256,2757.5590634793043,1967.3613682527794,14628.0,3167.0,17795.0,2080.0,1272.0,3192.0,2895.0,844.0,740.0,2.0,0.0,1211.0,874.9149059653282,472.8429937362671,1698.289119951427,921.6442876460496,17217.0,3564.0,20781.0,1404.0,743.0,2635.0,2404.0,1794.0,1760.0,2.0,0.0,539.0,526.379866540432,360.9829849600792,2292.047159537673,1789.1979702374665,14723.0,3567.0,18290.0,1601.0,697.0,2504.0,2310.0,2167.0,2130.0,19.0,0.0,497.0,490.0862127542496,499.538585960865,2183.80096578598,1764.21594229131,0.20885175557709054,194560,760,0.39960998502608974,0.7709858141447369,40,1.0
158,3,0.06872416175007631,1.0,1.0,0.71826171875,0.9100370829465961,0.6536447993234584,0.05714767866210375,0.20508840460526315,0.5592355678795059,0.11469273041492623,0.04178122289013118,0.07664987664473684,0,0.0,0,0.007151946751994393,0.12197792039399868,0.03241886233238467,0.026828719028516818,0.19975679282067993,0.011379344313785336,39902,0.6636760062152273,0.03721125247447114,1.0,14439.0,3569.0,18008.0,2275.0,1377.0,3723.0,3229.0,941.0,792.0,0.0,0.0,1180.0,902.628956079483,534.7310116291046,1701.8086240589619,1002.2183641328011,13852.0,2759.0,16611.0,1674.0,745.0,2639.0,2454.0,1199.0,1139.0,0.0,0.0,595.0,534.6694641709328,525.9374173879623,1439.8171765729785,993.6120162830339,8839.0,3389.0,12228.0,1579.0,1102.0,3135.0,2839.0,790.0,684.0,0.0,0.0,1043.0,734.0552414059639,310.3547695875168,1774.1825696229935,938.0840682095586,12761.0,5590.0,18351.0,2588.0,1734.0,5112.0,4875.0,1436.0,1313.0,0.0,0.0,1630.0,1276.8291918039322,599.902693092823,3357.9702671021223,1914.8140821146808,9567.0,4253.0,13820.0,1920.0,445.0,3735.0,3367.0,1829.0,1721.0,0.0,0.0,609.0,362.69805377721786,930.5244476795197,2407.284174926579,1673.6281412566896,12234.0,4893.0,17127.0,3922.0,1804.0,5719.0,5031.0,972.0,870.0,7.0,0.0,2124.0,1277.1207871437073,1300.664875626564,2509.5596826076508,1292.7501401831541,17150.0,4814.0,21964.0,1406.0,995.0,2982.0,2636.0,2605.0,2414.0,0.0,0.0,633.0,747.5886211395264,269.8156949877739,2917.968230083585,2280.6901005026884,16720.0,3613.0,20333.0,2171.0,1494.0,3367.0,3074.0,1346.0,1252.0,2.0,0.0,1071.0,1003.1797090172768,389.3560052514076,1861.530645094812,1204.2797343489365,16208.0,3605.0,19813.0,1548.0,1013.0,2840.0,2616.0,1489.0,1459.0,0.0,0.0,824.0,724.1274288892746,312.8053156733513,2252.188133753836,1584.6863889534725,17975.0,3417.0,21392.0,2092.0,1571.0,3100.0,2964.0,1561.0,1530.0,0.0,0.0,848.0,1112.805869281292,299.26545411348343,2092.3080820441246,1477.998387800897,0.19975679262884352,194560,760,0.4376507251866554,0.8314710115131579,40,1.0
159,3,0.06794187650111144,1.0,1.0,0.6935135690789473,0.9160423917748475,0.6352878285473899,0.057959601837577986,0.22182874177631579,0.5765691499575956,0.12789960908213335,0.04553847792343923,0.08465768914473684,0,0.0,0,0.008582874564480765,0.130338091045422,0.03398086313176655,0.024427757306318538,0.20972962945849424,0.012400043410506394,43159,0.6228596584721611,0.03669506918736978,1.0,13319.0,4025.0,17344.0,1646.0,1152.0,3139.0,2828.0,1476.0,1384.0,0.0,0.0,1056.0,819.092209815979,314.41457891464233,2361.57912401855,1545.5711195722688,16113.0,3083.0,19196.0,1120.0,619.0,2177.0,2035.0,1709.0,1631.0,0.0,0.0,317.0,428.86276215314865,337.408255815506,1970.929753817618,1592.8549987431616,15669.0,6984.0,22653.0,3885.0,2257.0,6417.0,5782.0,1644.0,1526.0,1.0,0.0,2808.0,1589.6778423190117,949.5686225295067,3781.5807071849704,1939.7608469383558,6103.0,3504.0,9607.0,1250.0,890.0,2812.0,2409.0,609.0,545.0,1.0,0.0,1333.0,655.0142441987991,248.7899106144905,2083.8820509165525,941.1051924808417,16730.0,5464.0,22194.0,2282.0,1433.0,4474.0,4053.0,2276.0,2194.0,0.0,0.0,996.0,1077.920692563057,593.3982675075531,3280.0138134509325,2209.0336568548373,16134.0,6030.0,22164.0,3257.0,1871.0,5614.0,4900.0,1454.0,1365.0,4.0,0.0,2219.0,1382.592552781105,856.9350376725197,3632.237260557711,1964.8600541153864,16736.0,5382.0,22118.0,3520.0,1171.0,5170.0,4217.0,2080.0,1919.0,4.0,0.0,1652.0,836.201778948307,1322.0565413832664,2801.03133816272,1869.6014873380773,11189.0,3192.0,14381.0,1084.0,663.0,2331.0,2059.0,1437.0,1297.0,0.0,0.0,508.0,434.82387286424637,248.26097095012665,1769.9916715174913,1296.64464068698,11896.0,2554.0,14450.0,1443.0,720.0,2263.0,1960.0,892.0,860.0,0.0,0.0,842.0,510.0188090801239,389.68640184402466,1349.5411012098193,842.5961637008586,11041.0,2941.0,13982.0,1733.0,1011.0,2929.0,2787.0,1260.0,1236.0,0.0,0.0,485.0,872.5976279973984,434.10332733392715,1853.361138291657,1266.961486992659,0.2097296294020979,194560,760,0.4227747014870769,0.7941971628289474,40,1.0
160,3,0.06716036525492601,1.0,1.0,0.7039936266447369,0.9142519885396413,0.6436275730791845,0.06466690400266088,0.2158665707236842,0.5665705491538309,0.12230364151887203,0.046466957886801344,0.08013980263157895,0,0.0,0,0.010218347235173784,0.12836579477022353,0.033166260017452785,0.028087330523290134,0.21157401731816017,0.011736284772019932,41999,0.6078954260815733,0.036708586011081935,1.0,13974.0,3479.0,17453.0,2565.0,1764.0,3910.0,3526.0,679.0,587.0,0.0,0.0,1455.0,1147.094736635685,490.2451301217079,1617.8246730044484,783.2484091370134,14174.0,2811.0,16985.0,1664.0,739.0,2552.0,2360.0,1193.0,1132.0,0.0,0.0,730.0,510.742211997509,509.8583145737648,1447.231187954545,1004.27622387046,10964.0,4113.0,15077.0,2027.0,1491.0,3750.0,3320.0,1129.0,1046.0,0.0,0.0,1261.0,1033.26969653368,355.65556967258453,2271.869300723076,1376.336744269105,15963.0,6920.0,22883.0,2983.0,2079.0,6124.0,5639.0,1167.0,1005.0,0.0,0.0,2612.0,1456.4510959386826,591.0627988576889,4069.720480374992,1806.3678357647677,10124.0,4454.0,14578.0,2284.0,743.0,4087.0,3599.0,1870.0,1795.0,0.0,0.0,781.0,527.8866299390793,1015.7725937366486,2366.3223718851805,1606.6263433765853,14037.0,5136.0,19173.0,3766.0,2062.0,5544.0,4880.0,738.0,656.0,1.0,0.0,2620.0,1441.0717916488647,1074.095395207405,2541.0112365037203,1075.5219751060358,13450.0,4733.0,18183.0,2495.0,961.0,4003.0,3374.0,1984.0,1800.0,1.0,0.0,1241.0,670.568253159523,881.5309321284294,2647.234734944999,1862.1665838544723,11377.0,3775.0,15152.0,1267.0,808.0,2299.0,2085.0,1774.0,1687.0,0.0,0.0,969.0,604.0268239378929,275.65753012895584,2379.0947258472443,1679.2894178522401,15879.0,3262.0,19141.0,1729.0,1484.0,2913.0,2777.0,1182.0,1158.0,1.0,0.0,896.0,1241.6831257343292,161.95453119277954,2246.5495898723602,1386.4268452471006,17027.0,3316.0,20343.0,1833.0,1649.0,3042.0,2950.0,1255.0,1220.0,0.0,0.0,852.0,1303.4402054548264,128.50861835479736,2208.538139089942,1401.4677708097734,0.21157401653104707,194560,760,0.435645197273085,0.817053865131579,40,1.0
161,3,0.06637971371303501,1.0,1.0,0.6945055509868421,0.9134638585527891,0.6344057203907716,0.06298878194984833,0.22303145559210527,0.5724904270227942,0.12768337325143972,0.0461515542939244,0.08246299342105264,0,0.0,0,0.008491467878737145,0.13504410135118586,0.034890629357917195,0.026766470647171924,0.21655522690437226,0.01136255766936014,43393,0.6196391122992188,0.03668128452999027,1.0,17006.0,4213.0,21219.0,1870.0,1370.0,3706.0,3378.0,1522.0,1407.0,0.0,0.0,855.0,917.4659603834152,328.1926683187485,2202.7102055475116,1452.1964454625268,14073.0,2826.0,16899.0,1355.0,485.0,2509.0,2386.0,1299.0,1190.0,0.0,0.0,373.0,331.0016743540764,558.5734732747078,1401.9788792431355,1019.1316897466313,13692.0,5408.0,19100.0,3601.0,2484.0,5346.0,4761.0,1144.0,1016.0,1.0,0.0,2519.0,1706.1280127167702,670.6894190907478,2968.151826284826,1479.0532888461748,14727.0,7239.0,21966.0,3623.0,1872.0,6958.0,6173.0,1360.0,1226.0,31.0,0.0,2544.0,1363.4272876381874,1115.7548453211784,3951.147453330457,2009.4535806194763,15097.0,5093.0,20190.0,2379.0,1537.0,4542.0,4058.0,1678.0,1578.0,0.0,0.0,1252.0,1231.480451464653,586.1432681083679,3165.250450760126,1949.2623038633028,14371.0,5767.0,20138.0,2852.0,2008.0,5225.0,4837.0,1541.0,1436.0,3.0,1.0,1853.0,1453.68431442976,519.2267742753029,3509.4233931303024,1995.0743304482894,12244.0,4096.0,16340.0,2682.0,332.0,4204.0,3136.0,1110.0,817.0,0.0,0.0,1464.0,238.4590112566948,1337.007669866085,1769.3275833651423,982.6301019427774,7646.0,2484.0,10130.0,714.0,530.0,1451.0,1277.0,1173.0,1054.0,0.0,0.0,574.0,382.04621797800064,132.2769535779953,1598.8065621629357,1155.6617322070524,14284.0,2728.0,17012.0,1468.0,996.0,2274.0,2139.0,1184.0,1153.0,1.0,0.0,738.0,726.7422254085541,271.8925470709801,1740.8284389153123,1235.2636077990755,11983.0,3539.0,15522.0,1529.0,1145.0,2785.0,2621.0,1685.0,1667.0,3.0,0.0,598.0,937.7133587598801,218.60525631904602,2534.4523066282272,1856.5794501029886,0.21655522662361987,194560,760,0.4314949347980713,0.8093338815789474,40,1.0
