round,client,epoch,cls,query_count,query_correct,own_distance_sum,margin_sum
31,16,1,5,21,19,3.215435028076172,0.7067468166351318
31,16,1,6,31,26,5.981006622314453,2.9643969535827637
31,16,1,7,2,2,0.44141966104507446,0.13870221376419067
31,16,2,0,24,21,4.997025489807129,3.54828143119812
31,16,2,1,20,20,2.52286958694458,4.621609687805176
31,16,2,3,25,19,4.786923885345459,0.42623960971832275
31,16,2,5,21,20,2.8460474014282227,1.9573109149932861
31,16,2,6,31,27,4.841096878051758,4.040371894836426
31,16,2,7,2,2,0.27155977487564087,0.414401650428772
31,16,3,0,24,20,4.687258720397949,5.418614387512207
31,16,3,1,20,19,2.70805287361145,5.311722755432129
31,16,3,3,25,22,4.095423698425293,2.119680404663086
31,16,3,5,21,21,3.0545730590820312,2.8221583366394043
31,16,3,6,31,29,3.448723793029785,5.905500411987305
31,16,3,7,2,2,0.3342256546020508,0.541191577911377
31,16,4,0,24,21,4.475154876708984,4.673370361328125
31,16,4,1,20,20,2.9991278648376465,4.317653179168701
31,16,4,3,25,23,3.934098243713379,2.3946053981781006
31,16,4,5,21,21,3.0364933013916016,3.089374542236328
31,16,4,6,31,31,3.9775047302246094,4.846791744232178
31,16,4,7,2,2,0.14440703392028809,0.7410200238227844
31,16,5,0,24,21,4.749895095825195,5.774552345275879
31,16,5,1,20,20,2.672107696533203,6.034041404724121
31,16,5,3,25,25,4.246037483215332,3.5446982383728027
31,16,5,5,21,21,2.5209238529205322,3.7390074729919434
31,16,5,6,31,30,3.844538450241089,6.865079879760742
31,16,5,7,2,2,0.2493830919265747,0.4152566194534302
31,18,1,0,4,3,0.8625324368476868,0.4623994827270508
31,18,1,1,31,25,4.4599504470825195,1.8921928405761719
31,18,1,3,23,20,4.087608814239502,2.087900400161743
31,18,1,4,24,16,5.580144882202148,0.544796347618103
31,18,1,7,20,16,2.4773924350738525,1.9892419576644897
31,18,1,9,21,19,2.601200580596924,1.4179719686508179
31,18,2,0,4,4,0.8833752870559692,0.6982731819152832
31,18,2,1,31,29,4.320393085479736,5.588224411010742
31,18,2,3,23,21,3.0033047199249268,2.114406108856201
31,18,2,4,24,20,4.044951438903809,1.8093984127044678
31,18,2,7,20,20,1.911889910697937,3.4300332069396973
31,18,2,9,21,18,2.953604221343994,2.7845044136047363
31,18,3,0,4,4,0.7567118406295776,0.9051337242126465
31,18,3,1,31,30,4.389270782470703,5.743326187133789
31,18,3,3,23,23,3.1041107177734375,3.602274179458618
31,18,3,4,24,22,3.9415297508239746,3.110727310180664
31,18,3,7,20,20,1.9721781015396118,3.2930057048797607
31,18,3,9,21,21,2.3420348167419434,4.2437028884887695
31,18,4,0,4,4,0.8299237489700317,0.6855422854423523
31,18,4,1,31,31,3.5744075775146484,5.3457183837890625
31,18,4,3,23,23,3.294099807739258,3.1636390686035156
31,18,4,4,24,22,3.9948360919952393,3.1792855262756348
31,18,4,7,20,19,1.6331580877304077,2.83937406539917
31,18,4,9,21,21,2.100757360458374,3.45074462890625
31,18,5,0,4,4,0.801362156867981,0.7397324442863464
31,18,5,1,31,31,3.582703113555908,6.1705522537231445
31,18,5,3,23,23,3.482353687286377,3.6656036376953125
31,18,5,4,24,24,4.362542629241943,3.1712486743927
31,18,5,7,20,20,1.9720064401626587,3.771836757659912
31,18,5,9,21,21,1.9587103128433228,3.754082679748535
32,1,1,1,5,5,0.29205322265625,2.0865254402160645
32,1,1,2,23,17,4.979403972625732,0.7842035889625549
32,1,1,3,18,8,4.271531581878662,-0.10874563455581665
32,1,1,4,16,13,3.1440298557281494,0.8173244595527649
32,1,1,5,24,20,3.846829891204834,0.9128977060317993
32,1,1,6,9,8,1.2307381629943848,1.1076220273971558
32,1,1,7,27,22,3.6453654766082764,1.7216426134109497
