loss,L_sup,L_A,L_B,L_proto,n_batches,cnt_u,cnt_a,cnt_b,cnt_c,hce_all,hce_hc,hce_den_hc,a_correct,a_total,b_correct,b_total,lr,gate,aux_scale,tau0,delta0,eta_B,tau_warmup,a_ratio_cap,use_a_for_proto,lambda_A_scale,round,acc,phase
0.7090940726430792,0.28502368282918866,0.4240703888237476,0.0,1.9776187023049907,95.0,24320.0,8377.125,0.0,15942.875,13419.25,3073.875,8617.75,5303.25,8377.125,0.0,0.0,0.09938441702975688,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,15,0.4754,1
0.722137298415366,0.30154135140443317,0.4205959480549944,0.0,2.0178666160294885,95.0,24320.0,8097.125,0.0,16222.875,14182.75,3436.875,8488.875,4660.25,8097.125,0.0,0.0,0.09929980185352526,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,16,0.5713,1
0.7076828278209033,0.2811467304776766,0.42653609824023747,0.0,1.9786674555979276,95.0,24320.0,8509.125,0.0,15810.875,14969.0,3983.5,8884.75,4525.625,8509.125,0.0,0.0,0.09920978039846208,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,17,0.4522,1
0.700546926220781,0.2869898111314365,0.4135571146677984,0.0,1.912027503785334,95.0,24320.0,8641.375,0.0,15678.625,13502.625,3325.125,9132.5,5316.25,8641.375,0.0,0.0,0.09911436253643445,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,18,0.4939,1
0.6337254065628115,0.21146199994622486,0.42226340739350576,0.0,1.936433783957833,95.0,24320.0,8758.0,0.0,15562.0,15107.5,3994.125,9187.375,4763.875,8758.0,0.0,0.0,0.0990135587310861,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,19,0.5611,1
0.6308702841008965,0.214770131685624,0.41610015269957096,0.0,1.9548802397753062,95.0,24320.0,8994.0,0.0,15326.0,14074.0,3707.5,9861.125,5286.5,8994.0,0.0,0.0,0.09890738003669029,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,20,0.4964,1
0.6002706647507453,0.21620354808768946,0.3840671159130962,0.0,1.9361733996554422,95.0,24320.0,9104.25,0.0,15215.75,13558.5,3656.875,10375.5,5447.375,9104.25,0.0,0.0,0.09879583809693737,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,21,0.5881,1
0.5874823544762636,0.17492464923446902,0.41255770581529333,0.0,1.9290882229804993,95.0,24320.0,9146.625,0.0,15173.375,12378.125,3011.0,10296.0,6135.625,9146.625,0.0,0.0,0.09867894514365803,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,22,0.51,1
0.596960597093168,0.1817795864992628,0.41518100986355233,0.0,1.890991140666761,95.0,24320.0,9284.875,0.0,15035.125,13854.75,3941.125,10204.75,5343.75,9284.875,0.0,0.0,0.09855671399548181,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,23,0.5857,1
0.47264210281795577,0.12626480044625504,0.3463773026572246,0.0,1.8902793928196555,95.0,24320.0,9516.0,0.0,14804.0,13029.25,3584.125,11733.125,5931.875,9516.0,0.0,0.0,0.09842915805643157,0.0,0.0,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,24,0.5598,1
